5	0
5.02	0
5.04	0
5.06	0
5.08	0
5.1	0
5.12	0
5.14	0
5.16	0
5.18	0
5.2	0
5.22	0
5.24	0
5.26	0
5.28	0
5.3	0
5.32	0
5.34	0
5.36	0
5.38	0
5.4	0
5.42	0
5.44	0
5.46	0
5.48	0
5.5	0
5.52	0
5.54	0
5.56	0
5.58	0
5.6	0
5.62	0
5.64	0
5.66	0
5.68	0
5.7	0
5.72	0
5.74	0
5.76	0
5.78	0
5.8	0
5.82	0
5.84	0
5.86	0
5.88	0
5.9	0
5.92	0
5.94	0
5.96	0
5.98	0
6	0
6.02	0
6.04	0
6.06	0
6.08	0
6.1	0
6.12	0
6.14	0
6.16	0
6.18	0
6.2	0
6.22	0
6.24	0
6.26	0
6.28	0
6.3	0
6.32	0
6.34	0
6.36	0
6.38	0
6.4	0
6.42	0
6.44	0
6.46	0
6.48	0
6.5	0
6.52	0
6.54	0
6.56	0
6.58	0
6.6	0
6.62	0
6.64	0
6.66	0
6.68	0
6.7	0
6.72	0
6.74	0
6.76	0
6.78	0
6.8	0
6.82	0
6.84	0
6.86	0
6.88	0
6.9	0
6.92	0
6.94	0
6.96	0
6.98	0
7	0
7.02	0
7.04	0
7.06	0
7.08	0
7.1	0
7.12	0
7.14	0
7.16	0
7.18	0
7.2	0
7.22	0
7.24	0
7.26	0
7.28	0
7.3	0
7.32	0
7.34	0
7.36	0
7.38	0
7.4	0
7.42	0
7.44	0
7.46	0
7.48	0
7.5	0
7.52	0
7.54	0
7.56	0
7.58	0
7.6	0
7.62	0
7.64	0
7.66	0
7.68	0
7.7	0
7.72	0
7.74	0
7.76	0
7.78	0
7.8	0
7.82	0
7.84	0
7.86	0
7.88	0
7.9	0
7.92	0
7.94	0
7.96	0
7.98	0
8	0
8.02	0
8.04	0
8.06	0
8.08	0
8.1	0
8.12	0
8.14	0
8.16	0
8.18	0
8.2	0
8.22	0
8.24	0
8.26	0
8.28	0
8.3	0
8.32	0
8.34	0
8.36	0
8.38	0
8.4	0
8.42	0
8.44	0
8.46	0
8.48	0
8.5	0
8.52	0
8.54	0
8.56	0
8.58	0
8.6	0
8.62	0
8.64	0
8.66	0
8.68	0
8.7	0
8.72	0
8.74	0
8.76	0
8.78	0
8.8	0
8.82	0
8.84	0
8.86	0
8.88	0
8.9	0
8.92	0
8.94	0
8.96	0
8.98	0
9	0
9.02	0
9.04	0
9.06	0
9.08	0
9.1	0
9.12	0
9.14	0
9.16	0
9.18	0
9.2	0
9.22	0
9.24	0
9.26	0
9.28	0
9.3	0
9.32	0
9.34	0
9.36	0
9.38	0
9.4	0
9.42	0
9.44	0
9.46	0
9.48	0
9.5	0
9.52	0
9.54	0
9.56	0
9.58	0
9.6	0
9.62	0
9.64	0
9.66	0
9.68	0
9.7	0
9.72	0
9.74	0
9.76	0
9.78	0
9.8	0
9.82	0
9.84	0
9.86	0
9.88	0
9.9	0
9.92	0
9.94	0
9.96	0
9.98	0
10	0
10.02	0
10.04	0
10.06	0
10.08	0
10.1	0
10.12	0
10.14	0
10.16	0
10.18	0
10.2	0
10.22	0
10.24	0
10.26	0
10.28	0
10.3	0
10.32	0
10.34	0
10.36	0
10.38	0
10.4	0
10.42	0
10.44	0
10.46	0
10.48	0
10.5	0
10.52	0
10.54	0
10.56	0
10.58	0
10.6	0
10.62	0
10.64	0
10.66	0
10.68	0
10.7	0
10.72	0
10.74	0
10.76	0
10.78	0
10.8	0
10.82	0
10.84	0
10.86	0
10.88	0
10.9	0
10.92	0
10.94	0
10.96	0
10.98	0
11	0
11.02	0
11.04	0
11.06	0
11.08	0
11.1	0
11.12	0
11.14	0
11.16	0
11.18	0
11.2	0
11.22	0
11.24	0
11.26	0
11.28	0
11.3	0
11.32	0
11.34	0
11.36	0
11.38	0
11.4	0
11.42	0
11.44	0
11.46	0
11.48	0
11.5	0
11.52	0
11.54	0
11.56	0
11.58	0
11.6	0
11.62	0
11.64	0
11.66	0
11.68	0
11.7	0
11.72	0
11.74	0
11.76	0
11.78	0
11.8	0
11.82	0
11.84	0
11.86	0
11.88	0
11.9	0
11.92	0
11.94	0
11.96	0
11.98	0
12	0
12.02	0
12.04	0
12.06	0
12.08	0
12.1	0
12.12	0
12.14	0
12.16	0
12.18	0
12.2	0
12.22	0
12.24	0
12.26	0
12.28	0
12.3	0
12.32	0
12.34	0
12.36	0
12.38	0
12.4	0
12.42	0
12.44	0
12.46	0
12.48	0
12.5	0
12.52	0
12.54	0
12.56	0
12.58	0
12.6	0
12.62	0
12.64	0
12.66	0
12.68	0
12.7	0
12.72	0
12.74	0
12.76	0
12.78	0
12.8	0
12.82	0
12.84	0
12.86	0
12.88	0
12.9	0
12.92	0
12.94	0
12.96	0
12.98	0
13	0
13.02	0
13.04	0
13.06	0
13.08	0
13.1	0
13.12	0
13.14	0
13.16	0
13.18	0
13.2	0
13.22	0
13.24	0
13.26	0
13.28	0
13.3	0
13.32	0
13.34	0
13.36	0
13.38	0
13.4	0
13.42	0
13.44	0
13.46	0
13.48	0
13.5	0
13.52	0
13.54	0
13.56	0
13.58	0
13.6	0
13.62	0
13.64	0
13.66	0
13.68	0
13.7	0
13.72	0
13.74	0
13.76	0
13.78	0
13.8	0
13.82	0
13.84	0
13.86	0
13.88	0
13.9	0
13.92	0
13.94	0
13.96	0
13.98	0
14	0
14.02	0
14.04	0
14.06	0
14.08	0
14.1	0
14.12	0
14.14	0
14.16	0
14.18	0
14.2	0
14.22	0
14.24	0
14.26	0
14.28	0
14.3	0
14.32	0
14.34	0
14.36	0
14.38	0
14.4	0
14.42	0
14.44	0
14.46	0
14.48	0
14.5	0
14.52	0
14.54	0
14.56	0
14.58	0
14.6	0
14.62	0
14.64	0
14.66	0
14.68	0
14.7	0
14.72	0
14.74	0
14.76	0
14.78	0
14.8	0
14.82	0
14.84	0
14.86	0
14.88	0
14.9	0
14.92	0
14.94	0
14.96	0
14.98	0
15	0
15.02	0
15.04	0
15.06	0
15.08	0
15.1	0
15.12	0
15.14	0
15.16	0
15.18	0
15.2	0
15.22	0
15.24	0
15.26	0
15.28	0
15.3	0
15.32	0
15.34	0
15.36	0
15.38	0
15.4	0
15.42	0
15.44	0
15.46	0
15.48	0
15.5	0
15.52	0
15.54	0
15.56	0
15.58	0
15.6	0
15.62	0
15.64	0
15.66	0
15.68	0
15.7	0
15.72	0
15.74	0
15.76	0
15.78	0
15.8	0
15.82	0
15.84	0
15.86	0
15.88	0
15.9	0
15.92	0
15.94	0
15.96	0
15.98	0
16	0
16.02	0
16.04	0
16.06	0
16.08	0
16.1	0
16.12	0
16.14	0
16.16	0
16.18	0
16.2	0
16.22	0
16.24	0
16.26	0
16.28	0
16.3	0
16.32	0
16.34	0
16.36	0
16.38	0
16.4	0
16.42	0
16.44	0
16.46	0
16.48	0
16.5	0
16.52	0
16.54	0
16.56	0
16.58	0
16.6	0
16.62	0
16.64	0
16.66	0
16.68	0
16.7	0
16.72	0
16.74	0
16.76	0
16.78	0
16.8	0
16.82	0
16.84	0
16.86	0
16.88	0
16.9	0
16.92	0
16.94	0
16.96	0
16.98	0
17	0
17.02	0
17.04	0
17.06	0
17.08	0
17.1	0
17.12	0
17.14	0
17.16	0
17.18	0
17.2	0
17.22	0
17.24	0
17.26	0
17.28	0
17.3	0
17.32	0
17.34	0
17.36	0
17.38	0
17.4	0
17.42	0
17.44	0
17.46	0
17.48	0
17.5	0
17.52	0
17.54	0
17.56	0
17.58	0
17.6	0
17.62	0
17.64	0
17.66	0
17.68	0
17.7	0
17.72	0
17.74	0
17.76	0
17.78	0
17.8	0
17.82	0
17.84	0
17.86	0
17.88	0
17.9	0
17.92	0
17.94	0
17.96	0
17.98	0
18	0
18.02	0
18.04	0
18.06	0
18.08	0
18.1	0
18.12	0
18.14	0
18.16	0
18.18	0
18.2	0
18.22	0
18.24	0
18.26	0
18.28	0
18.3	0
18.32	0
18.34	0
18.36	0
18.38	0
18.4	0
18.42	0
18.44	0
18.46	0
18.48	0
18.5	0
18.52	0
18.54	0
18.56	0
18.58	0
18.6	0
18.62	0
18.64	0
18.66	0
18.68	0
18.7	0
18.72	0
18.74	0
18.76	0
18.78	0
18.8	0
18.82	0
18.84	0
18.86	0
18.88	0
18.9	0
18.92	0
18.94	0
18.96	0
18.98	0
19	0
19.02	0
19.04	0
19.06	0
19.08	0
19.1	0
19.12	0
19.14	0
19.16	0
19.18	0
19.2	0
19.22	0
19.24	0
19.26	0
19.28	0
19.3	0
19.32	0
19.34	0
19.36	0
19.38	0
19.4	0
19.42	0
19.44	0
19.46	0
19.48	0
19.5	0
19.52	0
19.54	0
19.56	0
19.58	0
19.6	0
19.62	0
19.64	0
19.66	0
19.68	0
19.7	0
19.72	0
19.74	0
19.76	0
19.78	0
19.8	0
19.82	0
19.84	0
19.86	0
19.88	0
19.9	0
19.92	0
19.94	0
19.96	0
19.98	0
20	0
20.02	0
20.04	0
20.06	0
20.08	0
20.1	0
20.12	0
20.14	0
20.16	0
20.18	0
20.2	0
20.22	0
20.24	0
20.26	0
20.28	0
20.3	0
20.32	0
20.34	0
20.36	0
20.38	0
20.4	0
20.42	0
20.44	0
20.46	0
20.48	0
20.5	0
20.52	0
20.54	0
20.56	0
20.58	0
20.6	0
20.62	0
20.64	0
20.66	0
20.68	0
20.7	0
20.72	0
20.74	0
20.76	0
20.78	0
20.8	0
20.82	0
20.84	0
20.86	0
20.88	0
20.9	0
20.92	0
20.94	0
20.96	0
20.98	0
21	0
21.02	0
21.04	0
21.06	0
21.08	0
21.1	0
21.12	0
21.14	0
21.16	0
21.18	0
21.2	0
21.22	0
21.24	0
